conf,year,title,doi,in_scope,out of scope comment,pagesim,nav,depth,limit,pageload,objective,needs navigation,topic,nonav reason
sp,2019,Hard Drive of Hearing: Disks that Eavesdrop with a Synthesized Microphone,https://doi.org/10.1109/SP.2019.00008,no,no crawl,,,,,,,,,
sp,2019,Measuring and Analyzing Search Engine Poisoning of Linguistic Collisions.,https://doi.org/10.1109/SP.2019.00025,no,,,,,,,,,,
sp,2019,PhishFarm: A Scalable Framework for Measuring the Effectiveness of Evasion Techniques against Browser Phishing Blacklists.,https://doi.org/10.1109/SP.2019.00049,no,,,,,,,,,,
sp,2019,Postcards from the Post-HTTP World: Amplification of HTTPS Vulnerabilities in the Web Ecosystem.,https://doi.org/10.1109/SP.2019.00053,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,In-Browser Network Activity,yes,"Web Security, Network Security","Since we only crawled homepages, our findings under-approximate the real situation, as other webpages might include more insecure content"
sp,2019,Resident Evil: Understanding Residential IP Proxy as a Dark Service,https://doi.org/10.1109/SP.2019.00011,no,dns scan,,,,,,,,,
sp,2019,SensorID: Sensor Calibration Fingerprinting for Smartphones,https://doi.org/10.1109/SP.2019.00072,no,no crawl,,,,,,,,,
sp,2019,"SoK: The Challenges, Pitfalls, and Perils of Using Hardware Performance Counters for Security",https://doi.org/10.1109/SP.2019.00021,no,no data acquisition,,,,,,,,,
sp,2019,Synesthesia: Detecting Screen Content via Remote Acoustic Side Channels,https://doi.org/10.1109/SP.2019.00074,no,no crawl,,,,,,,,,
sp,2020,AdGraph: A Graph-Based Approach to Ad and Tracker Blocking.,https://doi.org/10.1109/SP40000.2020.00005,yes,,Homepage,Homepage,Homepage,Homepage,120 secs,Advertisements,yes,"Web Security, Privacy",
sp,2020,Are anonymity-seekers just like everybody else? An analysis of contributions to Wikipedia from Tor,https://doi.org/10.1109/SP40000.2020.00053,no,no crawl,,,,,,,,,
sp,2020,Ask the Experts: What Should Be on an IoT Privacy and Security Label?,https://doi.org/10.1109/SP40000.2020.00043,no,no crawl,,,,,,,,,
sp,2020,Do Cookie Banners Respect my Choice? : Measuring Legal Compliance of Banners from IAB Europe’s Transparency and Consent Framework,https://doi.org/10.1109/SP40000.2020.00076,yes,,Homepage,Homepage,Homepage,Homepage,10 sec,Website Probing,no,"Privacy, Measurements",
sp,2020,High Precision Open-World Website Fingerprinting,https://doi.org/10.1109/SP40000.2020.00015,yes,,Homepage,Homepage,Homepage,Homepage,90 sec,Website Fingerprinting,yes,"Web Security, Privacy, Fingerprinting","Third, user actions may cause data to load in a different way compared to the experimental client (which is static and does not act beyond loading a page)."
sp,2020,"ICLab: A Global, Longitudinal Internet Censorship Measurement Platform",https://doi.org/10.1109/SP40000.2020.00014,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Predefined URL List,no,"Censorship, Measurements",
sp,2020,Meddling Middlemen: Empirical Analysis of the Risks of Data-Saving Mobile Browsers,https://doi.org/10.1109/SP40000.2020.00077,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Browser Performance,yes,"Web Security, Privacy, Measurements",
sp,2020,TARDIS: Rolling Back The Clock On CMS-Targeting Cyber Attacks,https://doi.org/10.1109/SP40000.2020.00116,no,no crawl,,,,,,,,,
sp,2021,Data Privacy in Trigger-Action Systems,https://doi.org/10.1109/SP40001.2021.00108,no,custom app crawl,,,,,,,,,
sp,2021,Detecting Filter List Evasion with Event-Loop-Turn Granularity JavaScript Signatures.,https://doi.org/10.1109/SP40001.2021.00007,yes,,Homepage,Homepage,Homepage,Homepage,60 secs,JavaScript Analysis,yes,"Web Security, Privacy","The most significant limitation is our reliance on automated-crawls to build signatures. While such automated crawls are useful for covering a large portion of the web, they have significant blind spots, including missing scripts only accessible after authentication on a site, or only after performing complex interactions on a page."
sp,2021,Fingerprinting the Fingerprinters: Learning to Detect Browser Fingerprinting Behaviors.,https://doi.org/10.1109/SP40001.2021.00017,yes,,Homepage,Homepage,Homepage,Homepage,120 secs,JavaScript Analysis,yes,"Web Security, Privacy, Fingerprinting, Measurements",
sp,2021,"Good Bot, Bad Bot: Characterizing Automated Browsing Activity",https://doi.org/10.1109/SP40001.2021.00079,yes,,Unspecified,Unspecified,Unspecified,30,Unspecified,,,"Malware, Web Security, Measurements",
sp,2021,HackEd: A Pedagogical Analysis of Online Vulnerability Discovery Exercises,https://doi.org/10.1109/SP40001.2021.00092,no,no crawl,,,,,,,,,
sp,2021,Invisible Probe: Timing Attacks with PCIe Congestion Side-channel,https://doi.org/10.1109/SP40001.2021.00059,yes,,Homepage,Homepage,Homepage,Homepage,8 sec,Website Fingerprinting,yes,"System Security, Side-Channel",The main reason is that data collection is timeconsuming: every visit costs 10 seconds and each webpage is visited repeatedly for 150 times.
sp,2021,Journey to the Center of the Cookie Ecosystem: Unraveling Actors' Roles and Relationships,https://doi.org/10.1109/SP40001.2021.9796062,yes,,None,Random,3,13,network,,,"Web Security, Privacy, Measurements",
sp,2021,SoK: The Faults in our ASRs: An Overview of Attacks against Automatic Speech Recognition and Speaker Identification Systems,https://doi.org/10.1109/SP40001.2021.00014,no,no crawl,,,,,,,,,
sp,2021,They Would do Better if They Worked Together: The Case of Interaction Problems Between Password Managers and Websites.,https://doi.org/10.1109/SP40001.2021.00094,no,,,,,,,,,,
sp,2021,Which Privacy and Security Attributes Most Impact Consumers’ Risk Perception and Willingness to Purchase IoT Devices?,https://doi.org/10.1109/SP40001.2021.00112,no,no crawl,,,,,,,,,
sp,2021,Who is Real Bob? Adversarial Attacks on Speaker Recognition Systems,https://doi.org/10.1109/SP40001.2021.00004,no,no crawl,,,,,,,,,
sp,2022,“They’re not that hard to mitigate”: What Cryptographic Library Developers Think About Timing Attacks,https://doi.org/10.1109/SP46214.2022.9833713,no,no crawl,,,,,,,,,
sp,2022,27 Years and 81 Million Opportunities Later: Investigating the Use of Email Encryption for an Entire University,https://doi.org/10.1109/SP46214.2022.9833755,no,smtp scan,,,,,,,,,
sp,2022,Analyzing Ground-Truth Data of Mobile Gambling Scams,https://doi.org/10.1109/SP46214.2022.9833665,no,custom app crawl,,,,,,,,,
sp,2022,DeepCoFFEA: Improved Flow Correlation Attacks on Tor via Metric Learning and Amplification,https://doi.org/10.1109/SP46214.2022.9833801,yes,,Homepage,Homepage,Homepage,Homepage,60 sec,Website Fingerprinting,yes,"Network Security, Privacy, Fingerprinting",
sp,2022,Delay Wreaks Havoc on Your Smart Home: Delay-based Automation Interference Attacks,https://doi.org/10.1109/SP46214.2022.9833620,no,no crawl,,,,,,,,,
sp,2022,Device Fingerprinting with Peripheral Timestamps.,https://doi.org/10.1109/SP46214.2022.9833612,no,,,,,,,,,,
sp,2022,Domains Do Change Their Spots: Quantifying Potential Abuse of Residual Trust,https://doi.org/10.1109/SP46214.2022.9833609,no,no crawl,,,,,,,,,
sp,2022,Graphics Peeping Unit: Exploiting EM Side-Channel Information of GPUs to Eavesdrop on Your Neighbors,https://doi.org/10.1109/SP46214.2022.9833773,yes,,Homepage,Homepage,Homepage,Homepage,8 sec,Website Fingerprinting,yes,"System Security, Side-Channel",
sp,2022,Measuring and Mitigating the Risk of IP Reuse on Public Clouds,https://doi.org/10.1109/SP46214.2022.9833784,no,no crawl,,,,,,,,,
sp,2022,Robbery on DevOps: Understanding and Mitigating Illicit Cryptomining on Continuous Integration Service Platforms,https://doi.org/10.1109/SP46214.2022.9833803,no,custom app crawl,,,,,,,,,
sp,2022,Spook.js: Attacking Chrome Strict Site Isolation via Speculative Execution,https://doi.org/10.1109/SP46214.2022.9833711,no,opens Alexa to put browser under memory pressure,,,,,,,,,
sp,2022,Surakav: Generating Realistic Traces for a Strong Website Fingerprinting Defense,https://doi.org/10.1109/SP46214.2022.9833722,yes,,Homepage,Homepage,Homepage,Homepage,85 sec,Website Fingerprinting,yes,"Web Security, Privacy, Fingerprinting",
sp,2022,"The State of the SameSite: Studying the Usage, Effectiveness, and Adequacy of SameSite Cookies.",https://doi.org/10.1109/SP46214.2022.9833637,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Cookies,yes,Web Security,
sp,2022,Timing-Based Browsing Privacy Vulnerabilities Via Site Isolation.,https://doi.org/10.1109/SP46214.2022.9833710,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Website Fingerprinting,yes,"Web Security, Side-Channel",
sp,2022,WTAGRAPH: Web Tracking and Advertising Detection using Graph Neural Networks.,https://doi.org/10.1109/SP46214.2022.9833670,yes,,Homepage,Homepage,Homepage,Homepage,120 secs,Tracking,yes,"Web Security, Privacy",
usenix,2010,Building a Dynamic Reputation System for DNS.,http://www.usenix.org/events/sec10/tech/full_papers/Antonakakis.pdf,no,,,,,,,,,,
usenix,2010,Re: CAPTCHAs-Understanding CAPTCHA-Solving Services in an Economic Context.,http://www.usenix.org/events/sec10/tech/full_papers/Motoyama.pdf,no,,,,,,,,,,
usenix,2010,Securing Script-Based Extensibility in Web Browsers.,http://www.usenix.org/events/sec10/tech/full_papers/Djeric.pdf,yes,,Unspecified,DFS,None,100,Unspecified,,,"Web Security, Malware",
usenix,2010,The Case for Ubiquitous Transport-Level Encryption.,http://www.usenix.org/events/sec10/tech/full_papers/Bittau.pdf,no,,,,,,,,,,
usenix,2011,deSEO: Combating Search-Result Poisoning.,http://static.usenix.org/events/sec11/tech/full_papers/John.pdf,no,,,,,,,,,,
usenix,2011,Detecting Malware Domains at the Upper DNS Hierarchy.,http://static.usenix.org/events/sec11/tech/full_papers/Antonakakis.pdf,no,,,,,,,,,,
usenix,2011,Dirty Jobs: The Role of Freelance Labor in Web Service Abuse.,http://static.usenix.org/events/sec11/tech/full_papers/Motoyama.pdf,no,,,,,,,,,,
usenix,2011,Measuring and Analyzing Search-Redirection Attacks in the Illicit Online Prescription Drug Trade.,http://static.usenix.org/events/sec11/tech/full_papers/Leontiadis.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Predefined URL List,no,"Cybercrime, Measurements",
usenix,2011,Permission Re-Delegation: Attacks and Defenses.,http://static.usenix.org/events/sec11/tech/full_papers/Felt.pdf,no,,,,,,,,,,
usenix,2011,Show Me the Money: Characterizing Spam-advertised Revenue.,http://static.usenix.org/events/sec11/tech/full_papers/Kanich.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Predefined URL List,no,"Cybercrime, Measurements",
usenix,2011,Telex: Anticensorship in the Network Infrastructure.,http://static.usenix.org/events/sec11/tech/full_papers/Wustrow.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Website Probing,no,Censorship,
usenix,2011,ZOZZLE: Fast and Precise In-Browser JavaScript Malware Detection.,http://static.usenix.org/events/sec11/tech/full_papers/Curtsinger.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,JavaScript Analysis,yes,"Web Security, Malware",
usenix,2012,Establishing Browser Security Guarantees through Formal Shim Verification.,https://www.usenix.org/system/files/conference/usenixsecurity12/sec12-final217.pdf,no,"10 sites,no crawl",,,,,,,,,
usenix,2012,From Throw-Away Traffic to Bots: Detecting the Rise of DGA-Based Malware.,https://www.usenix.org/system/files/conference/usenixsecurity12/sec12-final127.pdf,no,no crawl,,,,,,,,,
usenix,2012,How Does Your Password Measure Up? The Effect of Strength Meters on Password Creation.,https://www.usenix.org/system/files/conference/usenixsecurity12/sec12-final209.pdf,no,no crawl,,,,,,,,,
usenix,2012,Mining Your Ps and Qs: Detection of Widespread Weak Keys in Network Devices.,https://www.usenix.org/system/files/conference/usenixsecurity12/sec12-final228.pdf,no,TLS scan,,,,,,,,,
usenix,2012,Privacy-Preserving Social Plugins.,https://www.usenix.org/system/files/conference/usenixsecurity12/sec12-final150.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Predefined URL List,no,Privacy,
usenix,2012,PUBCRAWL: Protecting Users and Businesses from CRAWLers.,https://www.usenix.org/system/files/conference/usenixsecurity12/sec12-final30.pdf,no,no crawl,,,,,,,,,
usenix,2013,ExecScent: Mining for New C&C Domains in Live Networks with Adaptive Control Protocol Templates.,https://www.usenix.org/system/files/conference/usenixsecurity13/sec13-paper_nelms.pdf,no,no crawl,,,,,,,,,
usenix,2013,Impression Fraud in On-line Advertising via Pay-Per-View Networks.,https://www.usenix.org/system/files/conference/usenixsecurity13/sec13-paper_springborn.pdf,no,use commoncrawl,,,,,,,,,
usenix,2013,Native x86 Decompilation Using Semantics-Preserving Structural Analysis and Iterative Control-Flow Structuring.,https://www.usenix.org/system/files/conference/usenixsecurity13/sec13-paper_schwartz.pdf,no,no crawl,,,,,,,,,
usenix,2013,Proactively Accountable Anonymous Messaging in Verdict.,https://www.usenix.org/system/files/conference/usenixsecurity13/sec13-paper_corrigan-gibbs.pdf,yes,,Homepage,Homepage,Homepage,Homepage,onload,Browser Performance,yes,Applied Cryptography,
usenix,2013,Take This Personally: Pollution Attacks on Personalized Services.,https://www.usenix.org/system/files/conference/usenixsecurity13/sec13-paper_xing.pdf,no,no crawl,,,,,,,,,
usenix,2013,The Velocity of Censorship: High-Fidelity Detection of Microblog Post Deletions.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/paper/zhu,no,,,,,,,,,,
usenix,2013,Trafficking Fraudulent Accounts: The Role of the Underground Market in Twitter Spam and Abuse.,https://www.usenix.org/system/files/conference/usenixsecurity13/sec13-paper_thomas.pdf,no,no crawl,,,,,,,,,
usenix,2013,ZMap: Fast Internet-wide Scanning and Its Security Applications.,https://www.usenix.org/system/files/conference/usenixsecurity13/sec13-paper_durumeric.pdf,no,TLS scan,,,,,,,,,
usenix,2014,A Large-Scale Empirical Analysis of Chinese Web Passwords.,https://www.usenix.org/system/files/conference/usenixsecurity14/sec14-paper-li-zhigong.pdf,no,no crawl,,,,,,,,,
usenix,2014,Automatically Detecting Vulnerable Websites Before They Turn Malicious.,https://www.usenix.org/system/files/conference/usenixsecurity14/sec14-paper-soska.pdf,yes,,Unspecified,BFS,2,20,Unspecified,,,Web Security,
usenix,2014,Effective Attacks and Provable Defenses for Website Fingerprinting.,https://www.usenix.org/system/files/conference/usenixsecurity14/sec14-paper-wang-tao.pdf,yes,,Homepage,Homepage,Homepage,Homepage,onload,Website Fingerprinting,yes,"Web Security, Privacy, Fingerprinting",
usenix,2014,Hulk: Eliciting Malicious Behavior in Browser Extensions.,https://www.usenix.org/system/files/conference/usenixsecurity14/sec14-paper-kapravelos.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Predefined URL List,no,"Web Security, Malware",
usenix,2014,Never Been KIST: Tor's Congestion Management Blossoms with Kernel-Informed Socket Transport.,https://www.usenix.org/system/files/conference/usenixsecurity14/sec14-paper-jansen.pdf,no,no crawl,,,,,,,,,
usenix,2014,On the Practical Exploitability of Dual EC in TLS Implementations.,https://www.usenix.org/system/files/conference/usenixsecurity14/sec14-paper-checkoway.pdf,no,no crawl,,,,,,,,,
usenix,2014,Password Managers: Attacks and Defenses.,https://www.usenix.org/system/files/conference/usenixsecurity14/sec14-paper-silver.pdf,no,manual visits,,,,,,,,,
usenix,2014,Precise Client-side Protection against DOM-based Cross-Site Scripting.,https://www.usenix.org/system/files/conference/usenixsecurity14/sec14-paper-stock.pdf,yes,,Unspecified,Unspecified,1,None,Unspecified,,,Web Security,
usenix,2014,Privee: An Architecture for Automatically Analyzing Web Privacy Policies.,https://www.usenix.org/system/files/conference/usenixsecurity14/sec14-paper-zimmeck.pdf,no,no crawl,,,,,,,,,
usenix,2014,ret2dir: Rethinking Kernel Isolation.,https://www.usenix.org/system/files/conference/usenixsecurity14/sec14-paper-kemerlis.pdf,no,no crawl,,,,,,,,,
usenix,2014,SSOScan: Automated Testing of Web Applications for Single Sign-On Vulnerabilities.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/zhou,yes,,None,Rule-based,1,None,onload,,,Web Security,
usenix,2014,TapDance: End-to-Middle Anticensorship without Flow Blocking.,https://www.usenix.org/system/files/conference/usenixsecurity14/sec14-paper-wustrow.pdf,no,tls scan,,,,,,,,,
usenix,2014,Telepathwords: Preventing Weak Passwords by Reading Users' Minds.,https://www.usenix.org/system/files/conference/usenixsecurity14/sec14-paper-komanduri.pdf,no,no crawl,,,,,,,,,
usenix,2014,"The Long ""Taile"" of Typosquatting Domain Names.",https://www.usenix.org/system/files/conference/usenixsecurity14/sec14-paper-szurdi.pdf,yes,,Homepage,Homepage,Homepage,Homepage,onload,Website Probing,no,Measurements,
usenix,2014,Understanding the Dark Side of Domain Parking.,https://www.usenix.org/system/files/conference/usenixsecurity14/sec14-paper-alrwais.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Website Probing,no,Measurements,
usenix,2015,Attacks Only Get Better: Password Recovery Attacks Against RC4 in TLS.,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-garman.pdf,no,no crawl,,,,,,,,,
usenix,2015,Circuit Fingerprinting Attacks: Passive Deanonymization of Tor Hidden Services.,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-kwon.pdf,yes,,URL,BFS,None,None,900 sec,,,"Network Security, Fingerprinting, Privacy",
usenix,2015,Cloudy with a Chance of Breach: Forecasting Cyber Security Incidents.,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-liu.pdf,no,no crawl,,,,,,,,,
usenix,2015,"Compiler-instrumented, Dynamic Secret-Redaction of Legacy Processes for Attacker Deception.",https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-araujo.pdf,no,no crawl,,,,,,,,,
usenix,2015,Cookies Lack Integrity: Real-World Implications.,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-zheng.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Cookies,yes,"Web Security, Measurements","First, we may have missed subtle incompatibility issues in our manual testing. Second, some incompatibility behaviors may only occur with logged-in sessions and/or specific paths, which our testing may have failed to uncover."
usenix,2015,In the Compression Hornet's Nest: A Security Study of Data Compression in Network Services.,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-pellegrino.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Back-end Stack,yes,Network Security,
usenix,2015,LinkDroid: Reducing Unregulated Aggregation of App Usage Behaviors.,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-feng.pdf,no,latency test,,,,,,,,,
usenix,2015,Meerkat: Detecting Website Defacements through Image-based Object Recognition.,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-borgolte.pdf,yes,,Homepage,Homepage,Homepage,Homepage,onload,Predefined URL List,no,Web Security,
usenix,2015,The Unexpected Dangers of Dynamic JavaScript.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/lekies,no,manual,,,,,,,,,
usenix,2015,UIPicker: User-Input Privacy Identification in Mobile Applications.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/nan,no,,,,,,,,,,
usenix,2015,"WebWitness: Investigating, Categorizing, and Mitigating Malware Download Paths.",https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-nelms.pdf,no,no crawl,,,,,,,,,
usenix,2015,ZigZag: Automatically Hardening Web Applications Against Client-side Validation Vulnerabilities.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/weissbacher,no,manual,,,,,,,,,
usenix,2016,A Comprehensive Measurement Study of Domain Generating Malware.,https://www.usenix.org/system/files/conference/usenixsecurity16/sec16_paper_plohmann.pdf,no,no crawl,,,,,,,,,
usenix,2016,DROWN: Breaking TLS Using SSLv2.,https://www.usenix.org/system/files/conference/usenixsecurity16/sec16_paper_aviram.pdf,no,tls scan,,,,,,,,,
usenix,2016,"Hey, You Have a Problem: On the Feasibility of Large-Scale Web Vulnerability Notification.",https://www.usenix.org/system/files/conference/usenixsecurity16/sec16_paper_stock.pdf,no,no crawl,,,,,,,,,
usenix,2016,Internet Jones and the Raiders of the Lost Trackers: An Archaeological Study of Web Tracking from 1996 to 2016.,https://www.usenix.org/system/files/sec16_paper_lerner_1.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Predefined URL List,no,"Privacy, Measurements",
usenix,2016,Investigating Commercial Pay-Per-Install and the Distribution of Unwanted Software.,https://www.usenix.org/system/files/conference/usenixsecurity16/sec16_paper_thomas.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Website Categorization,no,"Malware, Measurements",
usenix,2016,k-fingerprinting: A Robust Scalable Website Fingerprinting Technique.,https://www.usenix.org/system/files/conference/usenixsecurity16/sec16_paper_hayes.pdf,yes,,Homepage,Homepage,Homepage,Homepage,20 sec,Website Fingerprinting,yes,"Network Security, Fingerprinting, Privacy",
usenix,2016,Micro-Virtualization Memory Tracing to Detect and Prevent Spraying Attacks.,https://www.usenix.org/system/files/conference/usenixsecurity16/sec16_paper_cristalli.pdf,no,no data acquisition,,,,,,,,,
usenix,2016,OblivP2P: An Oblivious Peer-to-Peer Content Sharing System.,https://www.usenix.org/system/files/conference/usenixsecurity16/sec16_paper_jia.pdf,no,no crawl,,,,,,,,,
usenix,2016,Off-Path TCP Exploits: Global Rate Limit Considered Dangerous.,https://www.usenix.org/system/files/conference/usenixsecurity16/sec16_paper_cao.pdf,no,tls scan,,,,,,,,,
usenix,2016,Optimized Invariant Representation of Network Traffic for Detecting Unseen Malware Variants.,https://www.usenix.org/system/files/conference/usenixsecurity16/sec16_paper_bartos.pdf,no,no crawl,,,,,,,,,
usenix,2016,Request and Conquer: Exposing Cross-Origin Resource Size.,https://www.usenix.org/system/files/conference/usenixsecurity16/sec16_paper_van-goethem.pdf,no,no crawl,,,,,,,,,
usenix,2016,The Ever-Changing Labyrinth: A Large-Scale Analysis of Wildcard DNS Powered Blackhat SEO.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/du,no,,,,,,,,,,
usenix,2016,Thoth: Comprehensive Policy Compliance in Data Retrieval Systems.,https://www.usenix.org/system/files/conference/usenixsecurity16/sec16_paper_elnikety.pdf,no,no crawl,,,,,,,,,
usenix,2016,Towards Measuring and Mitigating Social Engineering Software Download Attacks.,https://www.usenix.org/system/files/conference/usenixsecurity16/sec16_paper_nelms.pdf,no,no crawl,,,,,,,,,
usenix,2016,Tracing Information Flows Between Ad Exchanges Using Retargeted Ads.,https://www.usenix.org/system/files/conference/usenixsecurity16/sec16_paper_bashir.pdf,yes,,Homepage,Homepage,Homepage,Homepage,scroll?,Predefined URL List,no,Privacy,
usenix,2016,Website-Targeted False Content Injection by Network Operators.,https://www.usenix.org/system/files/conference/usenixsecurity16/sec16_paper_nakibly.pdf,yes,,Homepage,Homepage,Homepage,Homepage,onload,Browser Performance,yes,"Network Security, Measurements",
usenix,2017,"""I Have No Idea What I'm Doing"" - On the Usability of Deploying HTTPS.",https://www.usenix.org/system/files/conference/usenixsecurity17/sec17-krombholz.pdf,no,no crawl,,,,,,,,,
usenix,2017,"A Longitudinal, End-to-End View of the DNSSEC Ecosystem.",https://www.usenix.org/system/files/conference/usenixsecurity17/sec17-chung.pdf,no,no crawl,,,,,,,,,
usenix,2017,A Privacy Analysis of Cross-device Tracking.,https://www.usenix.org/system/files/conference/usenixsecurity17/sec17-zimmeck.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Predefined URL List,no,"Privacy, Measurements",
usenix,2017,CCSP: Controlled Relaxation of Content Security Policies by Runtime Policy Composition.,https://www.usenix.org/system/files/conference/usenixsecurity17/sec17-calzavara.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,CSP & Other Headers,yes,Web Security,"Notice that this is only a subset of all the CSP violations which may be triggered on these websites, since our crawler does not exercise any website functionality besides page loading."
usenix,2017,Characterizing the Nature and Dynamics of Tor Exit Blocking.,https://www.usenix.org/system/files/conference/usenixsecurity17/sec17-singh.pdf,yes,,None,Rule-based,1,Unspecified,Unspecified,,,"Censorship, Measurements",
usenix,2017,Extension Breakdown: Security Analysis of Browsers Extension Resources Control Policies.,https://www.usenix.org/system/files/conference/usenixsecurity17/sec17-sanchez-rola.pdf,no,no crawl,,,,,,,,,
usenix,2017,Global Measurement of DNS Manipulation.,https://www.usenix.org/system/files/conference/usenixsecurity17/sec17-pearce.pdf,no,no crawl,,,,,,,,,
usenix,2017,How the Web Tangled Itself: Uncovering the History of Client-Side Web (In)Security.,https://www.usenix.org/system/files/conference/usenixsecurity17/sec17-stock.pdf,yes,,URL,BFS,1,Unspecified,Unspecified,,,"Web Security, Measurements",
usenix,2017,Loophole: Timing Attacks on Shared Event Loops in Chrome.,https://www.usenix.org/system/files/conference/usenixsecurity17/sec17-vila.pdf,yes,,Homepage,Homepage,Homepage,Homepage,5 sec,Website Fingerprinting,yes,"Web Security, Side-Channel",
usenix,2017,Measuring HTTPS Adoption on the Web.,https://www.usenix.org/conference/usenixsecurity17/technical-sessions/presentation/felt,no,,,,,,,,,,
usenix,2017,Measuring the Insecurity of Mobile Deep Links of Android.,https://www.usenix.org/conference/usenixsecurity17/technical-sessions/presentation/liu,yes,,Homepage,Homepage,Homepage,Homepage,300 seconds,Page Content,yes,"System Security, Measurements","Second, our measurement scope is still limited comparing to the size of Android app market and the whole web."
usenix,2017,Phoenix: Rebirth of a Cryptographic Password-Hardening Service.,https://www.usenix.org/system/files/conference/usenixsecurity17/sec17-lai.pdf,no,no crawl,,,,,,,,,
usenix,2017,Same-Origin Policy: Evaluation in Modern Browsers.,https://www.usenix.org/system/files/conference/usenixsecurity17/sec17-schwenk.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Page Content,yes,Web Security,
usenix,2017,SmartAuth: User-Centered Authorization for the Internet of Things.,https://www.usenix.org/system/files/conference/usenixsecurity17/sec17-tian.pdf,no,no crawl,,,,,,,,,
usenix,2017,Understanding the Mirai Botnet.,https://www.usenix.org/system/files/conference/usenixsecurity17/sec17-antonakakis.pdf,no,no crawl,,,,,,,,,
usenix,2017,Venerable Variadic Vulnerabilities Vanquished.,https://www.usenix.org/system/files/conference/usenixsecurity17/sec17-biswas.pdf,no,no crawl,,,,,,,,,
usenix,2017,Walkie-Talkie: An Efficient Defense Against Passive Website Fingerprinting Attacks.,https://www.usenix.org/system/files/conference/usenixsecurity17/sec17-wang-tao.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Website Fingerprinting,yes,"Privacy, Fingerprinting, Network Security",we use long-standing pages to make our results more reproducible and comparable to other papers in the field.
usenix,2018,A Sense of Time for JavaScript and Node.js: First-Class Timeouts as a Cure for Event Handler Poisoning.,https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-davis.pdf,no,no crawl,,,,,,,,,
usenix,2018,Acquisitional Rule-based Engine for Discovering Internet-of-Thing Devices.,https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-feng.pdf,yes,,None,Search-based,N/A,10,Unspecified,,,System Security,
usenix,2018,An Empirical Study of Web Resource Manipulation in Real-world Mobile Applications.,https://www.usenix.org/conference/usenixsecurity18/presentation/zhang-xiaohan,no,,,,,,,,,,
usenix,2018,Better managed than memorized? Studying the Impact of Managers on Password Strength and Reuse.,https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-lyastani.pdf,no,no crawl,,,,,,,,,
usenix,2018,BlackIoT: IoT Botnet of High Wattage Devices Can Disrupt the Power Grid.,https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-soltan.pdf,no,no crawl,,,,,,,,,
usenix,2018,CommanderSong: A Systematic Approach for Practical Adversarial Voice Recognition.,https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-yuan.pdf,no,no crawl,,,,,,,,,
usenix,2018,DelegaTEE: Brokered Delegation Using Trusted Execution Environments.,https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-matetic.pdf,no,no crawl,,,,,,,,,
